"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051251","GO:0051251","positive regulation of lymphocyte activation","38/287","335/18604",0.113432835820896,7.3529772739092,14.6874900727905,4.32117292844627e-22,1.38238250320022e-19,1.04080308716739e-19,"FCGR3A/PTPRC/GLI2/INPP5D/CCR2/CD86/BST1/CD38/IL7R/CD74/HAVCR2/AIF1/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/IL6/ANXA1/IGF2/CLEC7A/GPR183/B2M/SPN/NOD2/TNFSF14/VAV1/CD209/TYROBP/LILRB1/LILRB4/NFATC2/BTK/SASH3",38
"GO:0007159","GO:0007159","leukocyte cell-cell adhesion","42/287","431/18604",0.0974477958236659,6.31679022126648,13.9791290985252,8.89113749301145e-22,2.51485871052037e-19,1.89345040438515e-19,"PLA2G2A/SELL/PTPRC/GLI2/CX3CR1/CCR2/CD86/IL7R/CD74/HAVCR2/ADTRP/AIF1/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/IL6/GPNMB/FGL2/CDKN2A/ANXA1/GCNT1/ALOX5/IGF2/CD69/SELPLG/B2M/SPN/NOD2/CD300A/TNFSF14/VAV1/CD209/LILRB1/LILRB4/VSIG4/SASH3",42
"GO:0050670","GO:0050670","regulation of lymphocyte proliferation","33/287","243/18604",0.135802469135802,8.80302834774379,15.3258095668442,9.29046980300222e-22,2.51485871052037e-19,1.89345040438515e-19,"PLA2G2A/FCGR3A/FCGR2B/PTPRC/INPP5D/CCR2/CD86/BST1/CD38/CD74/HAVCR2/LST1/AIF1/HLA-DRB1/HLA-DMB/HLA-DPA1/IL6/GPNMB/CDKN2A/ANXA1/TNFSF8/IGF2/GPR183/SPN/CD300A/CD209/TYROBP/LILRB1/LILRB4/NFATC2/VSIG4/BTK/SASH3",33
"GO:0002768","GO:0002768","immune response-regulating cell surface receptor signaling pathway","39/287","369/18604",0.105691056910569,6.85113736154783,14.210385566901,1.55841183942411e-21,3.91717947352389e-19,2.9492651126545e-19,"FCGR1BP/FCGR1A/FCER1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/PTPRC/IGKC/INPP5D/LTF/CD38/TLR6/FYB1/BTN3A2/BTN3A3/HLA-DRB1/TREM2/BLNK/C3AR1/CLEC7A/CMKLR1/ITGAM/NOD2/PLCG2/CD300A/C3/VAV1/TYROBP/CD33/FPR1/FPR3/LILRA2/LILRB1/LILRB4/HCK/NFATC2/BTK",39
"GO:0002697","GO:0002697","regulation of immune effector process","40/287","413/18604",0.0968523002421307,6.27818882823903,13.5780352158863,1.13556099663744e-20,2.66402609811143e-18,2.00575931827118e-18,"FCGR1A/CD84/FCGR2B/MR1/PTPRC/INPP5D/CX3CR1/CCR2/CD86/IL7R/CD74/HAVCR2/HLA-B/HLA-DRA/HLA-DRB1/HLA-DMB/TREM2/CALHM6/IL6/FGL2/ANXA1/TRIM6/SERPING1/CD69/CLEC7A/B2M/SPN/ITGAM/NOD2/PLCG2/CD300A/C3/VAV1/TYROBP/LILRB1/LILRB4/TLR7/VSIG4/BTK/SASH3",40
"GO:1903037","GO:1903037","regulation of leukocyte cell-cell adhesion","39/287","393/18604",0.099236641221374,6.43274729366705,13.6255534221168,1.50802183529695e-20,3.31670552400622e-18,2.49716510489633e-18,"PLA2G2A/PTPRC/GLI2/CCR2/CD86/IL7R/CD74/HAVCR2/ADTRP/AIF1/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/IL6/GPNMB/FGL2/CDKN2A/ANXA1/GCNT1/ALOX5/IGF2/CD69/B2M/SPN/NOD2/CD300A/TNFSF14/VAV1/CD209/LILRB1/LILRB4/VSIG4/SASH3",39
"GO:0050863","GO:0050863","regulation of T cell activation","37/287","393/18604",0.094147582697201,6.10286281706874,12.7981896011902,9.25129822847593e-19,1.91501873329452e-16,1.44182771771356e-16,"PLA2G2A/PTPRC/GLI2/CCR2/CD86/IL7R/CD74/HAVCR2/AIF1/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/IL6/GPNMB/FGL2/CDKN2A/ANXA1/TNFSF8/IGF2/CD69/B2M/SPN/NOD2/CD300A/TNFSF14/VAV1/CD209/LILRB1/LILRB4/VSIG4/SASH3",37
"GO:0071706","GO:0071706","tumor necrosis factor superfamily cytokine production","27/287","196/18604",0.137755102040816,8.92960250302211,13.9695179157106,3.81757747104736e-18,7.07055532663981e-16,5.32345844577629e-16,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR2B/PTPRC/CX3CR1/CCR2/LTF/CD86/HAVCR2/TREM2/IL6/GPNMB/CLEC7A/SPN/NOD2/PLCG2/TYROBP/CD33/LILRA2/LILRB1/LILRB4/CYBB/BTK/SASH3",27
"GO:1903555","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","27/287","196/18604",0.137755102040816,8.92960250302211,13.9695179157106,3.81757747104736e-18,7.07055532663981e-16,5.32345844577629e-16,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR2B/PTPRC/CX3CR1/CCR2/LTF/CD86/HAVCR2/TREM2/IL6/GPNMB/CLEC7A/SPN/NOD2/PLCG2/TYROBP/CD33/LILRA2/LILRB1/LILRB4/CYBB/BTK/SASH3",27
"GO:0002366","GO:0002366","leukocyte activation involved in immune response","33/287","319/18604",0.103448275862069,6.7057551363691,12.8666728235924,4.64390958222202e-18,8.17095890991965e-16,6.15195811497518e-16,"RORC/FCER1A/CD84/FCGR3A/FCGR2B/PTPRC/CX3CR1/CCR2/CD86/GAPT/CD74/HAVCR2/DOCK2/HLA-DRA/HLA-DRB1/HLA-DMB/TREM2/IL6/FGL2/PIK3CG/ANXA1/APBB1IP/CD69/LCP1/GPR183/SPN/ITGAM/PLCG2/CD300A/TYROBP/LILRA2/LILRB1/BTK",33
"GO:0006909","GO:0006909","phagocytosis","29/287","238/18604",0.121848739495798,7.89851550376248,13.407323915858,6.36740179496629e-18,1.06699461507078e-15,8.03345880598002e-16,"FCGR1BP/FCGR1A/FCGR2A/FCGR2C/FCGR2B/NCF2/PTPRC/MARCO/CCR2/PTX3/DOCK2/AIF1/C2/C4A/C4B/TREM2/ANXA1/P2RY6/CLEC7A/BIN2/ITGAM/NOD2/PLCG2/CD300A/C3/VAV1/TYROBP/HCK/BTK",29
"GO:0002263","GO:0002263","cell activation involved in immune response","33/287","323/18604",0.102167182662539,6.62271172910756,12.7600499294549,6.78494229181386e-18,1.07447840869006e-15,8.08980468336663e-16,"RORC/FCER1A/CD84/FCGR3A/FCGR2B/PTPRC/CX3CR1/CCR2/CD86/GAPT/CD74/HAVCR2/DOCK2/HLA-DRA/HLA-DRB1/HLA-DMB/TREM2/IL6/FGL2/PIK3CG/ANXA1/APBB1IP/CD69/LCP1/GPR183/SPN/ITGAM/PLCG2/CD300A/TYROBP/LILRA2/LILRB1/BTK",33
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","30/287","259/18604",0.115830115830116,7.50837447701559,13.202884558713,7.02273469732065e-18,1.07447840869006e-15,8.08980468336663e-16,"FCGR1A/CD84/FCGR2B/MR1/PTPRC/INPP5D/CX3CR1/CCR2/IL7R/HAVCR2/HLA-B/HLA-DRA/HLA-DRB1/TREM2/CALHM6/IL6/CLEC7A/B2M/SPN/ITGAM/NOD2/PLCG2/CD300A/C3/VAV1/TYROBP/LILRB1/LILRB4/BTK/SASH3",30
"GO:0050900","GO:0050900","leukocyte migration","36/287","394/18604",0.0913705583756345,5.92284971435646,12.3627470807511,7.48797444693302e-18,1.09792425328155e-15,8.2663296854958e-16,"CSF3R/CSF1/SELL/CXCR4/CX3CR1/CCR1/CCR2/CCR5/BST1/CXCL9/CXCL10/CSF1R/CD74/ADTRP/AIF1/TREM2/BMP5/IL6/PIK3CG/ANXA1/GCNT1/ALOX5/CH25H/LYVE1/JAML/C3AR1/CD69/CMKLR1/SELPLG/GPR183/SPN/NOD2/CD300A/TNFSF14/VAV1/HCK",36
"GO:1903039","GO:1903039","positive regulation of leukocyte cell-cell adhesion","31/287","283/18604",0.109540636042403,7.10067593356398,12.944994047924,9.74503361882212e-18,1.3717109321854e-15,1.03276840499264e-15,"PTPRC/GLI2/CCR2/CD86/IL7R/CD74/HAVCR2/AIF1/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/IL6/ANXA1/GCNT1/ALOX5/IGF2/B2M/SPN/NOD2/TNFSF14/VAV1/CD209/LILRB1/LILRB4/SASH3",31
"GO:0048002","GO:0048002","antigen processing and presentation of peptide antigen","18/287","69/18604",0.260869565217391,16.910165126496,16.5732700121011,1.22064622604599e-17,1.65209771902147e-15,1.24387309755375e-15,"FCGR1A/FCGR2B/MR1/CD74/HLA-B/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/TREM2/MPEG1/B2M/CD209",18
"GO:0032640","GO:0032640","tumor necrosis factor production","26/287","191/18604",0.136125654450262,8.82397796304066,13.6046475222392,2.20834478165861e-17,2.77541617380594e-15,2.08962549452433e-15,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR2B/PTPRC/CX3CR1/CCR2/LTF/HAVCR2/TREM2/IL6/GPNMB/CLEC7A/SPN/NOD2/PLCG2/TYROBP/CD33/LILRA2/LILRB1/LILRB4/CYBB/BTK/SASH3",26
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","26/287","191/18604",0.136125654450262,8.82397796304066,13.6046475222392,2.20834478165861e-17,2.77541617380594e-15,2.08962549452433e-15,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR2B/PTPRC/CX3CR1/CCR2/LTF/HAVCR2/TREM2/IL6/GPNMB/CLEC7A/SPN/NOD2/PLCG2/TYROBP/CD33/LILRA2/LILRB1/LILRB4/CYBB/BTK/SASH3",26
"GO:0019882","GO:0019882","antigen processing and presentation","21/287","115/18604",0.182608695652174,11.8371155885472,14.5918777739673,6.19835251314872e-17,7.52138017026563e-15,5.66288685139576e-15,"FCGR1A/FCGR2B/MR1/CD74/HLA-B/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/TREM2/FGL2/WDFY4/MPEG1/B2M/NOD2/CD209",21
"GO:0050870","GO:0050870","positive regulation of T cell activation","29/287","259/18604",0.111969111969112,7.25809532778174,12.6951684267576,6.45332524398344e-17,7.56975051119257e-15,5.69930513652853e-15,"PTPRC/GLI2/CCR2/CD86/IL7R/CD74/HAVCR2/AIF1/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/IL6/ANXA1/IGF2/B2M/SPN/NOD2/TNFSF14/VAV1/CD209/LILRB1/LILRB4/SASH3",29
"GO:0001906","GO:0001906","cell killing","29/287","261/18604",0.111111111111111,7.2024777390631,12.6315182412599,7.95169602034957e-17,9.02645751471294e-15,6.7960675325025e-15,"PLA2G2A/GBP3/FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/MR1/PTPRC/INPP5D/CX3CR1/LTF/CXCL9/CXCL10/IL7R/C7/HAVCR2/HLA-B/HLA-DRA/HLA-DRB1/LYZ/B2M/ITGAM/C3/VAV1/TYROBP/LILRB1",29
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","32/287","335/18604",0.0955223880597015,6.19198086223933,12.0033748090735,1.58346323955004e-16,1.74131473124269e-14,1.31104505721956e-14,"PTPRC/GLI2/CCR2/CD86/IL7R/CD74/HAVCR2/AIF1/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/IL6/ANXA1/GCNT1/ALOX5/IGF2/B2M/SPN/NOD2/EMILIN2/TNFSF14/VAV1/CD209/LILRB1/LILRB4/SASH3",32
"GO:0002274","GO:0002274","myeloid leukocyte activation","28/287","251/18604",0.111553784860558,7.23117286949762,12.4410890038541,2.50638829487676e-16,2.67272133626404e-14,2.01230600899675e-14,"PLA2G2A/CSF1/FCER1A/CD84/FCGR3A/FCGR2B/PTPRC/CX3CR1/CCR2/TLR6/CD74/HAVCR2/DOCK2/AIF1/TREM2/IL6/PIK3CG/ANXA1/CLEC12A/ITGAM/PLCG2/CD300A/TYROBP/CD33/LILRA2/LILRB4/VSIG4/BTK",28
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","15/287","48/18604",0.3125,20.256968641115,16.7213612159914,3.20427864364496e-16,3.31642839617253e-14,2.4969564538868e-14,"FCGR1A/FCGR2B/MR1/CD74/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/MPEG1/B2M",15
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","14/287","39/18604",0.358974358974359,23.2695434646654,17.42614844755,3.36340006776509e-16,3.38165852527582e-14,2.54606856257586e-14,"FCGR1A/FCGR2B/CD74/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/MPEG1/B2M",14
"GO:0002399","GO:0002399","MHC class II protein complex assembly","10/287","14/18604",0.714285714285714,46.3016426082628,21.2247968026033,6.19008290959025e-16,5.88727074563462e-14,4.43255723568667e-14,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/B2M",10
"GO:0002503","GO:0002503","peptide antigen assembly with MHC class II protein complex","10/287","14/18604",0.714285714285714,46.3016426082628,21.2247968026033,6.19008290959025e-16,5.88727074563462e-14,4.43255723568667e-14,"HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/B2M",10
"GO:1903557","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","20/287","114/18604",0.175438596491228,11.3723332722049,13.9048305700387,7.86500510571044e-16,7.25614285713704e-14,5.46318827759499e-14,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR2B/PTPRC/CCR2/CD86/HAVCR2/IL6/CLEC7A/SPN/NOD2/PLCG2/TYROBP/LILRA2/CYBB/BTK/SASH3",20
"GO:0050766","GO:0050766","positive regulation of phagocytosis","17/287","73/18604",0.232876712328767,15.0956040284473,15.1043124814161,8.04176105224054e-16,7.25614285713704e-14,5.46318827759499e-14,"FCGR1BP/FCGR1A/FCGR2A/FCGR2C/FCGR2B/PTPRC/PTX3/DOCK2/C2/C4A/C4B/TREM2/CLEC7A/NOD2/PLCG2/C3/BTK",17
"GO:0002495","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II","13/287","33/18604",0.393939393939394,25.5360574384965,17.6583196155856,9.29466817955573e-16,8.17698433096415e-14,6.15649468630047e-14,"FCGR2B/CD74/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/TREM2/B2M",13
"GO:0050764","GO:0050764","regulation of phagocytosis","19/287","102/18604",0.186274509803922,12.0747420919587,14.0387886998661,1.32104117594798e-15,1.1338399751612e-13,8.53674105227488e-14,"FCGR1BP/FCGR1A/FCGR2A/FCGR2C/FCGR2B/PTPRC/PTX3/DOCK2/C2/C4A/C4B/TREM2/CLEC7A/NOD2/PLCG2/CD300A/C3/HCK/BTK",19
"GO:0002524","GO:0002524","hypersensitivity","11/287","20/18604",0.55,35.6522648083624,19.4080674427902,1.44450535965761e-15,1.1891253711952e-13,8.95298771869492e-14,"FCGR1BP/FCGR1A/FCER1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/SPN/C3/BTK",11
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","23/287","168/18604",0.136904761904762,8.87448149991704,12.8336008229327,1.45303753797651e-15,1.1891253711952e-13,8.95298771869492e-14,"CSF1/FCGR3A/PTPRC/CCR2/CD86/BST1/CD38/CSF1R/CD74/HAVCR2/AIF1/HLA-DMB/HLA-DPA1/IL6/ANXA1/IGF2/GPR183/SPN/CD209/NFATC2/CSF2RA/BTK/SASH3",23
"GO:0045785","GO:0045785","positive regulation of cell adhesion","37/287","497/18604",0.0744466800804829,4.82580500424148,10.8213898499693,1.97503477441761e-15,1.57957894799445e-13,1.18927333186821e-13,"CSF1/PTPRC/GLI2/CCR2/COL8A1/CD86/SFRP2/IL7R/CD74/HAVCR2/AIF1/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/IL6/ANXA1/GCNT1/APBB1IP/ALOX5/IGF2/B2M/SPN/NOD2/EMILIN2/TNFSF14/VAV1/CD209/LILRB1/LILRB4/FBLN1/SASH3",37
"GO:0002504","GO:0002504","antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","13/287","35/18604",0.371428571428571,24.0768541562967,17.1049432688517,2.3290303502673e-15,1.82130173390902e-13,1.37126769394685e-13,"FCGR2B/CD74/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/TREM2/B2M",13
"GO:0016064","GO:0016064","immunoglobulin mediated immune response","24/287","196/18604",0.122448979591837,7.93742444713077,12.2216056941249,4.51722842696068e-15,3.45567974662492e-13,2.60179953104349e-13,"FCGR1BP/FCGR1A/FCER1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/PTPRC/IGKC/INPP5D/C7/CD74/C2/C4A/C4B/TREM2/SERPING1/C1S/C1R/NOD2/C3/TLR8/BTK",24
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","19/287","110/18604",0.172727272727273,11.1965790307254,13.4258154865374,5.70232128911909e-15,4.26946140774682e-13,3.21450004136904e-13,"FCGR1BP/FCGR1A/FCGR2A/FCGR3A/FCGR2C/FCGR2B/PTPRC/CCR2/HAVCR2/IL6/CLEC7A/SPN/NOD2/PLCG2/TYROBP/LILRA2/CYBB/BTK/SASH3",19
"GO:0019886","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II","12/287","29/18604",0.413793103448276,26.8230205454764,17.4199497221401,5.93302288044446e-15,4.34964739922585e-13,3.27487249782428e-13,"FCGR2B/CD74/HLA-DRA/HLA-DRB1/HLA-DQA1/HLA-DQA2/HLA-DQB2/HLA-DMB/HLA-DMA/HLA-DOA/HLA-DPA1/B2M",12
"GO:0019724","GO:0019724","B cell mediated immunity","24/287","199/18604",0.120603015075377,7.81776478209865,12.1033588469607,6.38722006143379e-15,4.58706681554806e-13,3.45362683021028e-13,"FCGR1BP/FCGR1A/FCER1A/FCGR2A/FCGR3A/FCGR2C/FCGR3B/FCGR2B/PTPRC/IGKC/INPP5D/C7/CD74/C2/C4A/C4B/TREM2/SERPING1/C1S/C1R/NOD2/C3/TLR8/BTK",24
"GO:0002429","GO:0002429","immune response-activating cell surface receptor signaling pathway","30/287","337/18604",0.0890207715133531,5.77053112625234,11.062501397601,9.9169704500568e-15,6.97956380274998e-13,5.25495044690378e-13,"FCGR2B/PTPRC/IGKC/INPP5D/LTF/CD38/TLR6/FYB1/BTN3A2/BTN3A3/HLA-DRB1/TREM2/BLNK/C3AR1/CLEC7A/CMKLR1/ITGAM/NOD2/PLCG2/CD300A/C3/VAV1/TYROBP/FPR1/FPR3/LILRA2/LILRB4/HCK/NFATC2/BTK",30
"GO:0002695","GO:0002695","negative regulation of leukocyte activation","24/287","204/18604",0.117647058823529,7.62615290018446,11.9116766037391,1.12235163152296e-14,7.7442262575084e-13,5.83066884735456e-13,"PLA2G2A/CD84/FCGR2B/PTPRC/INPP5D/CD86/CD74/HAVCR2/LST1/HLA-DRB1/GPNMB/FGL2/CDKN2A/ANXA1/CD69/CLEC12A/SPN/CD300A/TYROBP/CD33/LILRB1/LILRB4/VSIG4/BTK",24
