"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-1474290","R-HSA-1474290","Collagen formation","7/170","90/11164",0.0777777777777778,5.10771241830065,4.86526032334334,0.000433719493615445,0.0223562684436325,0.0204615990767861,"COL9A2/COL11A1/COLGALT2/COL25A1/COL12A1/CTSV/MMP13",7
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","12/170","262/11164",0.0458015267175573,3.00781320161652,4.08938424063845,0.000664323005125378,0.0308602015422028,0.0282448331204047,"LEFTY2/THPO/ALB/FGB/FGA/FGG/F2R/F13A1/CD109/IGF2/TRPC6/F2RL3",12
"R-HSA-500792","R-HSA-500792","GPCR ligand binding","17/170","464/11164",0.0366379310344828,2.40603448275862,3.84680462914472,0.0007075531217789,0.0308602015422028,0.0282448331204047,"OXTR/HTR1F/F2R/GPR37/ADRA1A/ADRB3/NPFFR1/SCT/GPHA2/HTR2A/MLNR/TSHR/CCL3L3/WNT9B/F2RL3/ADRA1D/GRPR",17
"R-HSA-114608","R-HSA-114608","Platelet degranulation","8/170","129/11164",0.062015503875969,4.07259461924305,4.36466593258765,0.000783380947845009,0.0317269283877229,0.029038105811097,"LEFTY2/ALB/FGB/FGA/FGG/F13A1/CD109/IGF2",8
"R-HSA-76005","R-HSA-76005","Response to elevated platelet cytosolic Ca2+","8/170","134/11164",0.0597014925373134,3.92063213345039,4.22939803145744,0.0010044397028781,0.0379678207687923,0.0347500893697477,"LEFTY2/ALB/FGB/FGA/FGG/F13A1/CD109/IGF2",8
"R-HSA-445095","R-HSA-445095","Interaction between L1 and Ankyrins","4/170","31/11164",0.129032258064516,8.47362428842505,5.18135155844693,0.00118461985928688,0.0391090070994235,0.0357945614035381,"SCN5A/NRCAM/KCNQ3/SPTBN2",4
"R-HSA-8957275","R-HSA-8957275","Post-translational protein phosphorylation","7/170","108/11164",0.0648148148148148,4.25642701525054,4.22854803549016,0.00128820389285042,0.0391090070994235,0.0357945614035381,"AMTN/ALB/SPP1/FGA/FGG/IGFBP1/TNC",7
"R-HSA-354194","R-HSA-354194","GRB2:SOS provides linkage to MAPK signaling for Integrins","3/170","15/11164",0.2,13.1341176470588,5.84753634606703,0.00137950642326009,0.0391090070994235,0.0357945614035381,"FGB/FGA/FGG",3
"R-HSA-372708","R-HSA-372708","p130Cas linkage to MAPK signaling for integrins","3/170","15/11164",0.2,13.1341176470588,5.84753634606703,0.00137950642326009,0.0391090070994235,0.0357945614035381,"FGB/FGA/FGG",3
"R-HSA-3772470","R-HSA-3772470","Negative regulation of TCF-dependent signaling by WNT ligand antagonists","3/170","15/11164",0.2,13.1341176470588,5.84753634606703,0.00137950642326009,0.0391090070994235,0.0357945614035381,"SFRP2/SFRP1/DKK1",3
"R-HSA-416476","R-HSA-416476","G alpha (q) signalling events","10/170","215/11164",0.0465116279069767,3.05444596443228,3.78236801077372,0.00166024150383258,0.0448265206034798,0.0410275218741586,"OXTR/F2R/ADRA1A/NPFFR1/TRPC6/HTR2A/MLNR/F2RL3/ADRA1D/GRPR",10
