"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090101","BP","GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","11/238","205/18355",0.0536585365853659,4.13824554211929,5.17888463146977,7.80868848740322e-05,0.00852820335517109,0.0074446744376145,"RASL11B/SFRP2/CD109/SFRP1/CCN3/ASPN/BAMBI/DKK1/DKK3/GREM1/WFIKKN2",11
"GO:0042060","BP","GO:0042060","wound healing","17/238","449/18355",0.0378619153674833,2.91998090995864,4.72097272217632,8.3082755892858e-05,0.00876093336277102,0.00764783553336798,"FAP/ODAM/FGB/FGA/FGG/F2R/FGF1/F13A1/CD109/SVEP1/ANGPTL2/HTR2A/PPL/F2RL3/COMP/HMOX1/CD40LG",17
"GO:0030168","BP","GO:0030168","platelet activation","9/238","140/18355",0.0642857142857143,4.9578331332533,5.38787622291988,8.94471031371897e-05,0.0091176413797842,0.00795922293178642,"FGB/FGA/FGG/F2R/SVEP1/HTR2A/F2RL3/COMP/CD40LG",9
"GO:0050817","BP","GO:0050817","coagulation","12/238","246/18355",0.048780487804878,3.76204140192662,4.9987475401879,9.26543398261904e-05,0.00913990229640291,0.00797865554496498,"FAP/FGB/FGA/FGG/F2R/F13A1/SVEP1/ANGPTL2/HTR2A/F2RL3/COMP/CD40LG",12
"GO:0007599","BP","GO:0007599","hemostasis","12/238","248/18355",0.0483870967741935,3.7317023583627,4.96417024684332,0.000100040774454305,0.00956014650878952,0.00834550671105649,"FAP/FGB/FGA/FGG/F2R/F13A1/SVEP1/ANGPTL2/HTR2A/F2RL3/COMP/CD40LG",12
"GO:0072376","BP","GO:0072376","protein activation cascade","4/238","20/18355",0.2,15.4243697478992,7.39745082939135,0.000113418506615285,0.0105101149463497,0.00917477935490787,"FGB/FGA/FGG/F13A1",4
"GO:0042391","BP","GO:0042391","regulation of membrane potential","17/238","462/18355",0.0367965367965368,2.8378169449598,4.58555976733297,0.000117302801875385,0.0105503520039684,0.00920990419677942,"GRIK3/GPR88/KCNK2/CHRNA1/SCN5A/GABRB1/ALB/KCNN2/GRIA1/NRCAM/ADRA1A/KCNQ3/CDKN2A/GABRG3/GRIN2C/DSG2/NDP",17
"GO:0001658","BP","GO:0001658","branching involved in ureteric bud morphogenesis","6/238","61/18355",0.0983606557377049,7.5857556137209,5.90509502813623,0.000136540129140349,0.0119297061403196,0.0104140080451105,"ADAMTS16/FGF1/GREM1/HS3ST3A1/WNT9B/HOXB7",6
"GO:0019228","BP","GO:0019228","neuronal action potential","5/238","39/18355",0.128205128205128,9.88741650506356,6.36800242053092,0.000141203039611745,0.0119555937035036,0.0104366065306135,"GPR88/KCNK2/CHRNA1/GRIA1/KCNQ3",5
"GO:0034103","BP","GO:0034103","regulation of tissue remodeling","7/238","88/18355",0.0795454545454545,6.13469251336898,5.53391982846867,0.000146805163146909,0.0119555937035036,0.0104366065306135,"LEPR/SPP1/THBS4/SFRP1/DCSTAMP/GREM1/HAMP",7
"GO:0001659","BP","GO:0001659","temperature homeostasis","10/238","184/18355",0.0543478260869565,4.19140482279868,4.98668682439935,0.000148565258578528,0.0119555937035036,0.0104366065306135,"LEPR/OXTR/NPR3/EBF2/ADRB3/SCD/ELOVL3/SLN/HTR2A/TSHR",10
"GO:0120161","BP","GO:0120161","regulation of cold-induced thermogenesis","9/238","151/18355",0.0596026490066225,4.596666481162,5.08646344676127,0.000159332673316062,0.0121941588291926,0.0106448613785523,"LEPR/OXTR/NPR3/EBF2/ADRB3/SCD/ELOVL3/SLN/TSHR",9
"GO:0046883","BP","GO:0046883","regulation of hormone secretion","12/238","261/18355",0.0459770114942529,3.54583212595383,4.74781101071671,0.000161558921040562,0.0121941588291926,0.0106448613785523,"SOX11/G6PC2/MYRIP/SPP1/FGB/FGA/FGG/NPVF/SFRP1/CCN3/SCT/NR1H4",12
"GO:0034113","BP","GO:0034113","heterotypic cell-cell adhesion","6/238","63/18355",0.0952380952380952,7.34493797519008,5.78199563450299,0.000163518949012148,0.0121941588291926,0.0106448613785523,"FGB/FGA/FGG/NRCAM/GLDN/DSG2",6
"GO:0106106","BP","GO:0106106","cold-induced thermogenesis","9/238","152/18355",0.0592105263157895,4.56642525431225,5.06050823492144,0.000167480271689368,0.0121941588291926,0.0106448613785523,"LEPR/OXTR/NPR3/EBF2/ADRB3/SCD/ELOVL3/SLN/TSHR",9
"GO:0071542","BP","GO:0071542","dopaminergic neuron differentiation","5/238","41/18355",0.121951219512195,9.40510350481656,6.17524353135256,0.000179955253828501,0.0127977480513385,0.0111717631262932,"SFRP2/SFRP1/DKK1/PITX3/WNT9B",5
"GO:0048771","BP","GO:0048771","tissue remodeling","10/238","192/18355",0.0520833333333333,4.01676295518207,4.81624653277018,0.000210036225240064,0.0145975176541844,0.0127428676365742,"LEPR/SPP1/NPR3/F2R/THBS4/SFRP1/DCSTAMP/GREM1/HAMP/NDP",10
"GO:1904338","BP","GO:1904338","regulation of dopaminergic neuron differentiation","3/238","10/18355",0.3,23.1365546218487,8.02531096266948,0.00024151410758696,0.0164122253555761,0.0143270123237551,"SFRP2/SFRP1/DKK1",3
"GO:0060675","BP","GO:0060675","ureteric bud morphogenesis","6/238","68/18355",0.0882352941176471,6.8048690064261,5.49650146152289,0.000249603105701988,0.0164401342780739,0.0143513753499692,"ADAMTS16/FGF1/GREM1/HS3ST3A1/WNT9B/HOXB7",6
"GO:0003044","BP","GO:0003044","regulation of systemic arterial blood pressure mediated by a chemical signal","5/238","44/18355",0.113636363636364,8.76384644766998,5.90959807245108,0.00025267701473822,0.0164401342780739,0.0143513753499692,"OXTR/CORIN/F2R/ADRA1A/ADRB3",5
"GO:0072171","BP","GO:0072171","mesonephric tubule morphogenesis","6/238","69/18355",0.0869565217391304,6.7062477164779,5.44285179295713,0.000270448334861504,0.0172298126668016,0.0150407231844029,"ADAMTS16/FGF1/GREM1/HS3ST3A1/WNT9B/HOXB7",6
"GO:0046879","BP","GO:0046879","hormone secretion","13/238","319/18355",0.0407523510971787,3.14289665709544,4.42524332440377,0.00028380610699657,0.0177118178611329,0.0154614884499098,"ILDR2/SOX11/G6PC2/MYRIP/SPP1/FGB/FGA/FGG/NPVF/SFRP1/CCN3/SCT/NR1H4",13
"GO:1900046","BP","GO:1900046","regulation of hemostasis","6/238","71/18355",0.0845070422535211,6.51733933009824,5.33868089742141,0.00031622922985629,0.0193405796980107,0.0168833121455906,"FAP/FGB/FGA/FGG/F2R/COMP",6
"GO:0001657","BP","GO:0001657","ureteric bud development","7/238","100/18355",0.07,5.39852941176471,5.05507125564951,0.000324644726821965,0.0194659524435602,0.0169927559797833,"ADAMTS16/FGF1/SFRP1/GREM1/HS3ST3A1/WNT9B/HOXB7",7
"GO:0072163","BP","GO:0072163","mesonephric epithelium development","7/238","101/18355",0.0693069306930693,5.34507862550961,5.0186857573472,0.000345030292174845,0.0199075968579373,0.017378288400306,"ADAMTS16/FGF1/SFRP1/GREM1/HS3ST3A1/WNT9B/HOXB7",7
"GO:0072164","BP","GO:0072164","mesonephric tubule development","7/238","101/18355",0.0693069306930693,5.34507862550961,5.0186857573472,0.000345030292174845,0.0199075968579373,0.017378288400306,"ADAMTS16/FGF1/SFRP1/GREM1/HS3ST3A1/WNT9B/HOXB7",7
"GO:0042886","BP","GO:0042886","amide transport","13/238","327/18355",0.0397553516819572,3.06600621900136,4.32058373270363,0.000359785976373806,0.0203745465879833,0.0177859110347753,"ILDR2/G6PC2/MYRIP/MTTP/FGB/FGA/FGG/SFRP1/CCN3/SCT/MGST1/NR1H4/SLC14A2",13
"GO:0090092","BP","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","13/238","328/18355",0.0396341463414634,3.05665863906538,4.30772634930721,0.000370401537548252,0.0205943254876828,0.0179777664922941,"SOX11/RASL11B/SFRP2/CD109/SFRP1/CCN3/CDKN2B/ASPN/BAMBI/DKK1/DKK3/GREM1/WFIKKN2",13
"GO:0042730","BP","GO:0042730","fibrinolysis","4/238","27/18355",0.148148148148148,11.4254590725179,6.21341314306765,0.000382587216395396,0.02089199478102,0.0182376161800512,"FAP/FGB/FGA/FGG",4
"GO:0009914","BP","GO:0009914","hormone transport","13/238","330/18355",0.0393939393939394,3.03813343519226,4.28215759882029,0.000392434795855343,0.0210537825565902,0.0183788484263924,"ILDR2/SOX11/G6PC2/MYRIP/SPP1/FGB/FGA/FGG/NPVF/SFRP1/CCN3/SCT/NR1H4",13
"GO:0042476","BP","GO:0042476","odontogenesis","8/238","136/18355",0.0588235294117647,4.5365793376174,4.74461843069693,0.000402283489864299,0.0212100502069832,0.0185152618928469,"SCN5A/ODAM/AMTN/ASPN/TNC/SP7/NGFR/KLK4",8
"GO:0001823","BP","GO:0001823","mesonephros development","7/238","105/18355",0.0666666666666667,5.14145658263305,4.87783412803908,0.000437073168021868,0.0225191081102863,0.0196580008150102,"ADAMTS16/FGF1/SFRP1/GREM1/HS3ST3A1/WNT9B/HOXB7",7
"GO:0016048","BP","GO:0016048","detection of temperature stimulus","4/238","28/18355",0.142857142857143,11.0174069627851,6.07994069903603,0.000441839923681223,0.0225191081102863,0.0196580008150102,"LXN/PRDM12/HTR2A/NGFR",4
"GO:0070527","BP","GO:0070527","platelet aggregation","6/238","76/18355",0.0789473684210526,6.08856700574967,5.09491305805965,0.000457450170680203,0.0229325019990174,0.0200188720076789,"FGB/FGA/FGG/HTR2A/F2RL3/COMP",6
"GO:0007178","BP","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","15/238","426/18355",0.0352112676056338,2.7155580542076,4.1062263454028,0.000468812417501048,0.0231230382696485,0.0201852001830672,"SOX11/RASL11B/SFRP2/CD109/SFRP1/CCN3/CDKN2B/ASPN/BAMBI/DKK1/DKK3/GREM1/WFIKKN2/COMP/NDP",15
"GO:0090287","BP","GO:0090287","regulation of cellular response to growth factor stimulus","14/238","383/18355",0.0365535248041775,2.81907541084319,4.12346759034868,0.000500033596330542,0.0238883504892574,0.0208532776292578,"SOX11/RASL11B/SFRP2/FGF1/CD109/SFRP1/CDKN2B/ASPN/BAMBI/DKK1/DKK3/GREM1/NGFR/WFIKKN2",14
"GO:0003401","BP","GO:0003401","axis elongation","4/238","29/18355",0.137931034482759,10.6374963778615,5.95305761429394,0.00050735562951814,0.0238883504892574,0.0208532776292578,"SFRP2/FGF1/SFRP1/TNC",4
"GO:1900047","BP","GO:1900047","negative regulation of hemostasis","5/238","51/18355",0.0980392156862745,7.56096556269567,5.3776253548034,0.00050776415363039,0.0238883504892574,0.0208532776292578,"FAP/FGB/FGA/FGG/COMP",5
"GO:0019226","BP","GO:0019226","transmission of nerve impulse","6/238","78/18355",0.0769230769230769,5.93244990303814,5.00343461125825,0.000526026231884564,0.0240087793597462,0.0209584057197055,"GPR88/KCNK2/CHRNA1/GRIA1/NRCAM/KCNQ3",6
"GO:0072078","BP","GO:0072078","nephron tubule morphogenesis","6/238","78/18355",0.0769230769230769,5.93244990303814,5.00343461125825,0.000526026231884564,0.0240087793597462,0.0209584057197055,"ADAMTS16/FGF1/GREM1/HS3ST3A1/WNT9B/HOXB7",6
"GO:0072088","BP","GO:0072088","nephron epithelium morphogenesis","6/238","80/18355",0.075,5.78413865546218,4.91508189863693,0.000602342095370284,0.0270876783476813,0.023646123124753,"ADAMTS16/FGF1/GREM1/HS3ST3A1/WNT9B/HOXB7",6
"GO:0046887","BP","GO:0046887","positive regulation of hormone secretion","8/238","145/18355",0.0551724137931034,4.2549985511446,4.51014524199825,0.000616275989151746,0.0273126373163194,0.0238425005108898,"SOX11/MYRIP/SPP1/FGB/FGA/FGG/SCT/NR1H4",8
"GO:0050673","BP","GO:0050673","epithelial cell proliferation","16/238","488/18355",0.0327868852459016,2.52858520457363,3.92269411592083,0.000661825831822669,0.0289123341959103,0.0252389520225908,"SOX11/FAP/SCN5A/ODAM/SFRP2/THBS4/FGF1/CD109/SFRP1/CCN3/CDKN2B/IGF2/CNMD/CDH13/NGFR/HMOX1",16
"GO:0072028","BP","GO:0072028","nephron morphogenesis","6/238","82/18355",0.0731707317073171,5.64306210288994,4.82966704478323,0.000686981051033147,0.0295885641416812,0.025829265313863,"ADAMTS16/FGF1/GREM1/HS3ST3A1/WNT9B/HOXB7",6
"GO:0034116","BP","GO:0034116","positive regulation of heterotypic cell-cell adhesion","3/238","14/18355",0.214285714285714,16.5261104441777,6.6607921793424,0.000704994253331992,0.029942672592906,0.0261383834276306,"FGB/FGA/FGG",3
"GO:0141091","BP","GO:0141091","transforming growth factor beta receptor superfamily signaling pathway","14/238","398/18355",0.0351758793969849,2.71282885013302,3.95958175257667,0.00072844866480301,0.0302745876720548,0.0264281278910644,"SOX11/RASL11B/SFRP2/CD109/SFRP1/CDKN2B/ASPN/BAMBI/DKK1/DKK3/GREM1/WFIKKN2/COMP/NDP",14
"GO:0061333","BP","GO:0061333","renal tubule morphogenesis","6/238","83/18355",0.072289156626506,5.57507340285512,4.7880069184285,0.000732609381207344,0.0302745876720548,0.0264281278910644,"ADAMTS16/FGF1/GREM1/HS3ST3A1/WNT9B/HOXB7",6
"GO:0023061","BP","GO:0023061","signal release","16/238","495/18355",0.0323232323232323,2.4928274340039,3.8590657657969,0.000770031214106377,0.0313967393698307,0.0274077074943687,"ILDR2/SOX11/G6PC2/OXTR/MYRIP/SPP1/FGB/FGA/FGG/F2R/NPVF/SFRP1/CCN3/SCT/NR1H4/HTR2A",16
"GO:0042220","BP","GO:0042220","response to cocaine","5/238","56/18355",0.0892857142857143,6.8858793517407,5.05594557954117,0.000783464128205904,0.0315241224217586,0.0275189062206395,"OXTR/SLC1A3/GRIA1/PITX3/HTR2A",5
"GO:0071875","BP","GO:0071875","adrenergic receptor signaling pathway","4/238","33/18355",0.121212121212121,9.34810287751464,5.50134679584554,0.000839349321963054,0.0333341587865327,0.0290989730758483,"GPR88/ADRA1A/ADRB3/ADRA1D",4
"GO:0010454","BP","GO:0010454","negative regulation of cell fate commitment","3/238","15/18355",0.2,15.4243697478992,6.40550700220789,0.000872836334087574,0.0340453715166985,0.0297198245039233,"TNFSF18/SFRP2/DKK1",3
"GO:0008625","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","6/238","86/18355",0.0697674418604651,5.38059409810436,4.6669758275921,0.000883659375966112,0.0340453715166985,0.0297198245039233,"SFRP2/FGB/FGA/FGG/SFRP1/HMOX1",6
"GO:0061138","BP","GO:0061138","morphogenesis of a branching epithelium","9/238","191/18355",0.0471204188481675,3.63401381495006,4.19410873352255,0.000890657201221675,0.0340453715166985,0.0297198245039233,"SFRP2/ADAMTS16/FGF1/SFRP1/TNC/GREM1/HS3ST3A1/WNT9B/HOXB7",9
"GO:0048705","BP","GO:0048705","skeletal system morphogenesis","10/238","233/18355",0.0429184549356223,3.30995058967793,4.06713218802252,0.00095867409134917,0.0361669346382544,0.0315718378859981,"COL11A1/PAPPA2/SOX11/SFRP1/MMP13/GREM1/WNT9B/HOXB4/HOXB7/COMP",10
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","14/238","410/18355",0.0341463414634146,2.63342898134864,3.83381501478844,0.000969813159037561,0.0361669346382544,0.0315718378859981,"SOX11/SCN5A/ODAM/SFRP2/THBS4/FGF1/CD109/SFRP1/CDKN2B/IGF2/CNMD/CDH13/NGFR/HMOX1",14
"GO:0110110","BP","GO:0110110","positive regulation of animal organ morphogenesis","4/238","35/18355",0.114285714285714,8.81392557022809,5.3033618196911,0.00105246126019939,0.0384373228748802,0.0335537677913656,"FGF1/DKK1/NGFR/GATA5",4
"GO:1903727","BP","GO:1903727","positive regulation of phospholipid metabolic process","3/238","16/18355",0.1875,14.4603466386555,6.17360885773792,0.00106401875620483,0.0384373228748802,0.0335537677913656,"NR1H4/HTR2A/APOC2",3
"GO:0050954","BP","GO:0050954","sensory perception of mechanical stimulus","9/238","196/18355",0.0459183673469388,3.54130938089522,4.09968332066824,0.0010684017149656,0.0384373228748802,0.0335537677913656,"COL11A1/KCNK2/CLRN1/SLC1A3/KCNQ3/MYO3A/EPYC/HTR2A/TMPRSS3",9
"GO:0009306","BP","GO:0009306","protein secretion","13/238","369/18355",0.035230352303523,2.71702990139145,3.8188662389854,0.00110485278601133,0.039286509530496,0.034295063223069,"ILDR2/G6PC2/MYRIP/MTTP/FGB/FGA/FGG/F2R/SFRP1/CCN3/C1QTNF5/NR1H4/COMP",13
"GO:0048754","BP","GO:0048754","branching morphogenesis of an epithelial tube","8/238","159/18355",0.050314465408805,3.88034459066646,4.18086116365144,0.00112366926756987,0.0394963289681455,0.0344782245923435,"SFRP2/ADAMTS16/FGF1/TNC/GREM1/HS3ST3A1/WNT9B/HOXB7",8
"GO:0014009","BP","GO:0014009","glial cell proliferation","5/238","61/18355",0.0819672131147541,6.32146301143408,4.7714714323382,0.00115790940665416,0.0399394645549999,0.034865058728264,"LEPR/SOX11/CDKN2B/GFAP/NDP",5
"GO:0015833","BP","GO:0015833","peptide transport","11/238","282/18355",0.0390070921985816,3.00829906430657,3.89536821141416,0.0011794089576124,0.0399394645549999,0.034865058728264,"ILDR2/G6PC2/MYRIP/FGB/FGA/FGG/SFRP1/CCN3/SCT/MGST1/NR1H4",11
"GO:0046849","BP","GO:0046849","bone remodeling","6/238","91/18355",0.0659340659340659,5.08495705974698,4.47734894425733,0.00118746106533958,0.0399394645549999,0.034865058728264,"LEPR/SPP1/SFRP1/DCSTAMP/GREM1/HAMP",6
"GO:0035592","BP","GO:0035592","establishment of protein localization to extracellular region","13/238","372/18355",0.0349462365591398,2.69511836992862,3.78574300165684,0.00118851905641105,0.0399394645549999,0.034865058728264,"ILDR2/G6PC2/MYRIP/MTTP/FGB/FGA/FGG/F2R/SFRP1/CCN3/C1QTNF5/NR1H4/COMP",13
"GO:0002088","BP","GO:0002088","lens development in camera-type eye","6/238","92/18355",0.0652173913043478,5.02968578735842,4.44109167063469,0.0012567785617719,0.0417742265423745,0.0364667097557612,"SOX11/CRYGN/PITX3/LCTL/CRYBB1/NDP",6
"GO:0010721","BP","GO:0010721","negative regulation of cell development","11/238","285/18355",0.0385964912280702,2.9766327583665,3.85460643721276,0.0012837547174002,0.0419779974913621,0.0366445911115261,"DAB1/TNFSF18/SOX11/TMEM178A/SPP1/SFRP1/CDKN2A/CDKN2B/PITX3/CLEC4G/CEBPA",11
"GO:0071425","BP","GO:0071425","hematopoietic stem cell proliferation","4/238","37/18355",0.108108108108108,8.33749716102657,5.12059562666944,0.00130092792456882,0.0419779974913621,0.0366445911115261,"THPO/SFRP2/HOXB4/CEBPA",4
"GO:0014706","BP","GO:0014706","striated muscle tissue development","14/238","423/18355",0.033096926713948,2.55249617577527,3.70251696976855,0.00130409083115742,0.0419779974913621,0.0366445911115261,"COL11A1/KCNK2/SOX11/CHRNA1/SCN5A/MEGF10/ADRA1A/DKK1/CDK1/IGF2/GREM1/ACTC1/DSG2/GATA5",14
"GO:0090276","BP","GO:0090276","regulation of peptide hormone secretion","9/238","203/18355",0.0443349753694581,3.41919526431262,3.97253197223066,0.00136447359266692,0.043190317307744,0.0377028827553057,"G6PC2/MYRIP/FGB/FGA/FGG/SFRP1/CCN3/SCT/NR1H4",9
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","8/238","164/18355",0.048780487804878,3.76204140192662,4.07225083796013,0.00137000025469299,0.043190317307744,0.0377028827553057,"SFRP2/FGB/FGA/FGG/LTB/SFRP1/HMOX1/CD40LG",8
